filepath,slice,x,y,label
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0048.npy,8,45,179,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0093.npy,18,124,145,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0063.npy,16,119,136,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0038.npy,23,117,147,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0020.npy,14,126,149,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0054.npy,20,106,171,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0463.npy,9,21,184,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1037.npy,7,117,174,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0096.npy,18,131,134,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0086.npy,0,202,106,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0086.npy,8,162,222,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0037.npy,14,116,147,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0085.npy,17,128,142,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0030.npy,16,130,121,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0342.npy,0,224,86,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0011.npy,20,134,117,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0044.npy,13,121,163,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1037.npy,7,24,171,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0092.npy,15,115,165,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0031.npy,15,131,150,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0206.npy,11,250,120,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0087.npy,17,155,130,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0083.npy,11,120,139,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0057.npy,7,37,217,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0041.npy,17,145,118,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0092.npy,16,126,137,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0096.npy,19,139,123,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0052.npy,19,120,146,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0139.npy,13,250,65,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0983.npy,8,128,203,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1038.npy,9,112,139,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0067.npy,22,137,141,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0029.npy,15,124,136,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0090.npy,14,132,135,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0059.npy,15,126,147,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0189.npy,10,236,52,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0094.npy,21,137,129,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0093.npy,17,130,138,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1116.npy,9,40,169,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0016.npy,22,125,151,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0028.npy,15,123,126,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0070.npy,12,113,138,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0281.npy,8,136,142,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0086.npy,8,161,150,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0021.npy,13,109,145,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0514.npy,7,137,104,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0329.npy,12,140,208,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0055.npy,21,139,141,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0395.npy,9,79,107,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0032.npy,16,149,122,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0093.npy,18,137,129,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0189.npy,11,106,48,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0048.npy,12,129,157,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0090.npy,14,118,157,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0031.npy,15,118,171,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0013.npy,16,119,164,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0347.npy,15,216,211,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0025.npy,11,128,132,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0023.npy,17,154,101,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0006.npy,15,113,118,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0329.npy,12,67,90,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0095.npy,17,126,142,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0019.npy,15,133,129,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0100.npy,12,125,117,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0013.npy,17,125,158,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1038.npy,9,125,152,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0021.npy,13,103,151,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0019.npy,15,136,123,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0044.npy,13,119,165,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0065.npy,22,119,137,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0228.npy,9,102,124,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0271.npy,6,243,160,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0000.npy,20,123,137,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0022.npy,16,110,150,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0035.npy,15,137,153,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0329.npy,12,100,132,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0033.npy,26,132,159,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0025.npy,11,135,122,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0033.npy,26,137,161,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0086.npy,8,108,230,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0023.npy,17,125,141,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0008.npy,17,146,132,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0083.npy,11,122,137,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0048.npy,8,24,219,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0011.npy,20,122,135,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0008.npy,17,152,123,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0999.npy,11,82,196,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0833.npy,9,118,133,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0087.npy,17,128,149,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0978.npy,1,13,141,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0347.npy,15,71,213,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0002.npy,17,120,155,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0080.npy,20,138,154,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0099.npy,9,141,104,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0055.npy,22,118,176,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0048.npy,12,119,171,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0026.npy,20,142,120,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0048.npy,12,116,175,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0085.npy,16,116,147,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0081.npy,13,126,121,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0096.npy,19,123,152,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0046.npy,9,135,129,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0070.npy,12,127,114,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0042.npy,18,140,175,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0042.npy,18,155,143,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0005.npy,17,127,130,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0320.npy,7,24,140,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0081.npy,13,119,134,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0093.npy,18,147,119,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0087.npy,17,168,112,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0022.npy,16,122,132,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0086.npy,17,137,161,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0063.npy,14,117,144,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0034.npy,21,129,113,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0030.npy,17,115,126,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0026.npy,18,133,140,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0347.npy,15,58,219,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0329.npy,7,127,127,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1038.npy,9,132,228,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0050.npy,11,58,73,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0067.npy,22,136,136,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0051.npy,16,126,138,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0978.npy,1,57,182,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0019.npy,14,131,131,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0069.npy,11,132,140,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0320.npy,23,104,37,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0095.npy,17,132,135,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0047.npy,13,136,139,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0983.npy,8,35,214,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0063.npy,14,138,105,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0031.npy,15,107,178,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0238.npy,8,25,113,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0083.npy,11,131,126,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0032.npy,15,141,129,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0325.npy,7,196,179,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0084.npy,16,140,116,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0021.npy,13,111,138,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0329.npy,12,114,132,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0281.npy,8,53,220,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0020.npy,14,122,154,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0041.npy,16,137,124,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0048.npy,14,130,146,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0042.npy,18,148,148,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0492.npy,5,125,243,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0062.npy,12,124,156,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0041.npy,17,143,122,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0870.npy,5,21,210,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0074.npy,21,115,141,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0035.npy,15,133,157,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0096.npy,18,145,109,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0079.npy,16,69,68,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0002.npy,17,129,148,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0394.npy,7,117,74,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0069.npy,11,129,148,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0004.npy,13,142,128,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1038.npy,9,26,209,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0024.npy,18,144,159,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0049.npy,17,103,131,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0091.npy,17,133,140,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0031.npy,15,105,180,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1037.npy,7,17,55,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0026.npy,18,140,132,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0018.npy,11,118,134,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0057.npy,22,118,166,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0084.npy,16,132,125,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0420.npy,7,242,178,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0026.npy,20,140,124,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0087.npy,18,134,143,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0086.npy,0,121,86,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0050.npy,9,183,35,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0032.npy,15,134,163,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0329.npy,12,121,118,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0055.npy,20,123,166,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0055.npy,20,107,181,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0087.npy,18,158,117,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0050.npy,9,244,166,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0024.npy,17,149,141,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0096.npy,19,127,143,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0000.npy,20,111,150,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0046.npy,9,129,137,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0040.npy,11,136,126,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0394.npy,12,37,225,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0023.npy,17,144,117,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0059.npy,15,119,152,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0072.npy,13,132,133,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0342.npy,0,178,57,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0048.npy,8,60,100,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0013.npy,17,137,146,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0033.npy,26,125,172,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0069.npy,11,131,143,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0008.npy,17,141,146,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0086.npy,17,129,174,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0600.npy,8,125,119,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0067.npy,21,122,157,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0093.npy,18,126,143,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0046.npy,9,132,132,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0013.npy,17,145,140,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0085.npy,17,130,138,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0018.npy,10,120,131,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0024.npy,17,137,163,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0395.npy,9,215,191,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0009.npy,14,110,140,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0394.npy,8,108,85,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0004.npy,15,133,124,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0600.npy,8,223,15,0
